Author,Date,Title,Journal,Journal ID,Volume,Page Start,Page End,Keword,Keword2,Reprint,LookupNumber,PDF
"Savage, A.A.",1986.,"The distribution, life cycle and production of ^Leptophlebia vespertina^ (L.) (Ephemeroptera) in a lowland lake.",,1826,133,3,19,"Ephemeroptera, Leptophlebiidae, Leptophlebia, life history, life cycle, production",,0,167,1
"Savage, H.M.",1987.,"Two new species of ^Miroculis^ from Cerro de la Neblina, Venezuela with new distributio records for ^Miroculis fittkaui^ and ^Microphlebia surinamensis^ (Ephemeroptera: Leptophlebiidae).",,423,9,97,108,"Ephemeroptera, Leptophlebiidae, Miroculis, Microphlebia, taxonomy, South America, Venezuela",,0,210,1
"Savage, H.M.",1986.,"Systematics of the Terpides lineage from the Neotropics: Definition of the Terpides lineage, methods, and revision of Fittkaulus Savage & Peters.",,1041,9,255,270,"Leptophlebiidae, Terpides, Fittkaulus",,0,779,1
"Savage, H.M. and W.L. Peters",1982.?,Systematics of ^Miroculis^ and related genera from Northern South America (Ephemeroptera: Leptophlebiidae).,,376,108,491,600,"Leptophlebiidae, Miroculis, systematics",,1,558,0
"Savage, H.M. and W.L. Peters.",1978.,^Fittkaulus maculatus^ a new genus and species from northern Brazil (Leptophlebiidae: Ephemeroptera).,,420,8,293,298,"Leptophlebiidae, Fittkaulus, Brazil",,1,580,0
"Savage, H.M., R.W. Flowers, W. Porras V.",2005.,"Rediscovery of ^Choroterpes atramentum^ in Costa Rica, type spcies of ^Tikuna^ new genus (Ephemeroptera: Leptophlebiidae: Atalophlebiinae), and its role in the ""Great American Interchange"".",,1917,932,1,14,"Leptophlebiidae, Choroterpes atramentum, Tikuna, Costa Rica, biogeography",,0,976,1
"Schneider, R.F. and L. Berner.",1963.,A new southeastern species of ^Baetisca^ (Ephemeroptera: Baetiscidae).,,165,46,183,187,"Florida, Baetiscidae, Baetisca",,1,592,0
"Scholtz, C.H., D.J. Browne, and J. Kukalova-Peck.",1994.,"Glaresidae, archaeopteryx of the Scarabaeoidea (Coleoptera).",,367,19,259,277,"Coleoptera, evolution,",,0,898,0
"Schoonbee, H.J.",1968.,A revision of the genus Afronurus Lestage (Ephemeroptera: Heptageniidae) in South Africa.,,244,10,1,46,"South Africa, new species, Heptageniidae, Afronurus",,1,825,0
"Scott, J.M., B. Csuti, J.D. Jacobi, J.E. Estes.",1987.,Species Richness: A geographic approach to protecting future biological diversity.,,1845,37,782,788,"conservation, biodiversity, GIS, remote sensing",,0,373,1
"Scott, J.M., F. David, B. Csuti, R. Noss, B. Butterfield, C. Groves, H. Anderson, S. Caicco, F. D'Erchia, T.C. Edwards, Jr., J. Ulliman, R.G. Wright.",1993.,GAP Analysis: A geographic approach to protection of biological diversity.,,1874,123,1,41,"conservation, biodiversity, GIS, remote sensing,",,0,372,1
"Shear, W.A. and J. Kukalova-Peck.",1990.,The ecology of Paleozoic terrestrial arthropods: the fossil evidence.,,873,68,1807,1834,"ecology, Paleozoic, fossils",,1,757,0
"Shear, W.A., J.T. Hannibal, and J. Kukalova-Peck.",1992,"Terrestrial arthropods from Upper Pennsylvanian rocks at the Kinney Brick Quarry, New Mexico.",New Mexico Bureau of Mines and Mineral Resources Bulletin,,138,135,141,"New Mexico, evolution, fossils, Diplopoda, Insecta",,1,879,0
"Sheldon, A.L.",1985,Perlid stoneflies (Plecoptera) in an Appalachian Drainage: A multivariate approach to mapping stream communities.,,29,113,334,342,"statistics, multivariate, management, cluster analysis, discriminant analysis, Plecoptera, Perlidae",,0,15,1
"Shelly, Todd E.",1979,The effect of rock size upon the distribution of species of Orthocladiinae (Chironomidae: Diptera) and ^Baetis intercalaris^ McDunnough (Baetidae: Ephemeroptera),Ecological Entomology,,4,95,100,,,0,1181,1
"Shepard, William D.",1980,Occurrence of an Ectoparasitic Chironomid (Diptera) in Oklahoma,Entomological News,,91,22,24,,,0,1182,1
"Shreve, R.L.",???,Statistical law of stream numbers.,,1895,,,,"stream number, statistics,",,0,352,1
"Shusheng, S. and Y. Dashou.",1988.,A new species of ^Isonychia^ from China (Ephemeroptera: Oligoneuriidae).,,323,64,29,31,"Oligoneuriidae, Isonychia hainanensis, China",,1,986,0
"Siegloch, Ana E., Cleber M. Polegatto & Claudio G. Froehlich.",2006.,"^Segesta riograndensis^, new genus and species of an Atalophlebiinae (Ephemeroptera: Leptophlebiidae) mayfly from southern Brazil.",,1917,1299,35,43,"Brazil, Leptophlebiidae, Segesta riograndensis",PDF,0,1068,1
"Sivaramakrishnan, K.G.",1985.,New genus and species of Atalophlebiinae (Ephemeroptera: Leptophlebiidae) from Southern India.,,15,78,235,239,"India, Leptophlebiidae, Edmundsula",,1,594,0
"Sivaramakrishnan, K.G.",1984.,Description of the female imago and eggs of ^Indialis badia^ Peters & Edmunds (Ephemeroptera: Leptophlebiidae).,,284,18,95,98,"Leptophlebiidae, Indialis, India",,1,609,0
"Sivaramakrishnan, K.G.",1984.,A new genus and species of Leptophlebiidae: Atalophlebiinae from Southern India (Ephemeroptera),,1823,26,194,203,"Leptophlebiidae, Petersula, India",,1,611,0
"Sivaramakrishnan, K.G. and M.D. Hubbard.",1984.,A new species of ^Petersula^ from Southern India (Ephemeroptera: Leptophlebiidae).,,1823,26,204,205,"Leptophlebiidae, Petersula, India",,1,610,1
"Sivaramakrishnan, K.G. and W.L. Peters.",1984.,Description of a new species of ^Notophlebia^ from India and reassignment of the ascribed nymph of ^Nathanella^ (Ephemeroptera: Leptophlebiidae).,,423,6,115,121,"Ephemeroptera, Leptophlebiidae, Notophlebia, Nathanella, India",,0,212,1
"Skedros, Demetrios G. and Dan A. Polhemus.",1986.,Two new species of ^Jappa^ from Australia (Ephemeroptera: Leptophlebiidae).,,323,62,311,315,"Ephemeroptera, Leptophlebiidae, Jappa, Australia, new species",,1,111,1
"Slater, J. and B.C. Kondratieff.",2004.,A review of the mayfly genus ^Cinygmula^ McDunnough (Ephemeroptera: Heptageniidae) in Colorado,,214,77,121,126,"Heptageniidae, Cinygmula, Colorado",,1,974,1
"Smith, E.P.; K.W. Pontasch, and J. Cairns, Jr.",1990.,Community similarity and the analysis of multispecies environmental data: a unified statistical approach.,,1841,24,507,514,"Statistics, ecology, similarity indices, statistical tests, permutation tests, environmental monitoring",,0,276,1
"Smock, L.A.",1988.,"Life histories, abundance and distribution of some macroinvertebrates from a South Carolina, USA costal plain stream.",,1826,157,193,208,"Ephemeroptera, life history, life cycle",,0,166,1
"Soldan, T.",1979.,Internal anatomy of ^Dolania americana^ (Ephemeroptera: Behningiidae).,,15,72,636,641,"Ephemeroptera, Behningiidae, Dolania americana, anatomy, physiologynervous system, tracheal system, circulatory system",,1,309,1
"Soldan, T.",1977.,"^Baetis baksan^ sp. N., a new species of mayfly (Ephemeroptera: Baetidae) from Central Caucasus",,9,74,229,231,"Baetidae, new species, USSR",,0,597,0
"Soldan, T.",1977.,"Three new species of mayflies (Ephemeroptera) from the mist oasis of Erkwit, Sudan.",,9,74,289,294,"Baetidae, Baetis, Sudan",,1,605,0
"Soldan, T.",1986.,A revision of Caenidae with ocellar tubercles in the nymphal stage (Ephemeroptera).,Acta Univ. Carolinae-Biologica,,1982-1984,289,362,"Caenidae, Cercobrachys, Insulibrachys, Caenoculis, Brachycercus",,1,655,0
"Soldan, T.",1981.,Secondary sexual characters in mayfly larvae and their evolutionary significance (Ephemeroptera).,,9,78,140,142,"sexual characters, evolution",,0,656,0
"Soldan, T.",1978.,"New genera and species of Caenidae (Ephemeroptera) from Iran, India and Australia.",,9,75,119,129,"Caenidae, Clypeocaenis, Pseudocaenis, Iran, India, Australia",,0,657,0
"Soldan, T.",1978.,Mayflies (Ephemeroptera) new to the fauna of Czechoslovakia found in 1972-1977.,,9,75,319,329,"Czechoslovakia, faunistics, zoogeography",,0,658,0
"Soldan, T.",1979.,The structure and development of the female internal reproductive system in six European species of Ephemeroptera.,,9,76,353,365,"reproduction, anatomy, histology, development",,0,660,0
"Soldan, T.",1979.,A comparative study of spermatozoa of some Central European Ephemeroptera.,,9,76,223,230,"morphology, reproduction, spermatozoa",,0,671,0
"Soldan, T.",1978.,"^Ameletus asiaecentralis^ sp. N. from Uzbekistan, with notes on ^A. alexandrae^ (Ephemeroptera, Siphlonuridae).",,9,75,379,382,"Siphlonuridae, Ameletus, Uzbekistan",,0,674,0
"Soldan, T.",1978.,"Revision of the genus ^Palingenia^ in Europe (Ephemeroptera, Palingeniidae).",,9,75,272,284,"Palingeniidae, Palingenia",,0,675,0
"Soldan, T.",1983.,"Two new species of ^Clypeocaenis^ (Ephemeroptera, Caenidae) with a description of adult stage and biology of the genus.",,9,80,196,205,"Caenidae, Clypeocaenis, Vietnam, Zabre, Upper Volta",,0,741,0
"Soldan, T.",1981.,"The mayflies (Ephemeroptera) of Utsjoki, northernmost Finland.",,1900,17,81,85,"Finland, Utsjoki",,0,742,0
"Soldan, T.",1981.,The mayflies (Ephemeroptera) of the river Latorica in Eastern Slovakia.,,1905,36,1043,1048,"Slovakia, biodiversity, Latorica River",,0,765,0
"Soldan, T.",1979.,The structure and development of the male internal reproductive organs in six European species of Ephemeroptera.,,9,76,22,33,"anatomy, histology, testes, germinal cells, gonoducts, spermatogenesis, Europe",,0,795,0
"Soldan, T.",1978.,Two new species of ^Baetopus^ (Ephemeroptera: Baetidae) from Mongolia with a special reference to related genera.,Check Journal,0,,209,214,"Baetidae, Baetopus, Mongolia",,0,925,0
"Soldan, T.",????,"Faunistic records from Czechoslovakia (unknown if this is a full paper, or last page of a paper).",????,0,,270,,"Baetidae, Heptageniidae, Czechoslovakia",,0,936,0
"Soldan, T. and A.G.B. Thomas.",1983.,New and little-known species of mayflies (Ephemeroptera) from Algeria.,,9,80,356,376,"Algeria, Baetidae, Leptophlebiidae",,0,578,0
"Soldan, T. and D. Braasch.",1986.,"^Rhithrogeniella tonkinensis^ sp. N. (Ephemeroptera, Heptageniidae) from Vietnam, with descriptions of the nymphal stages and biology of the genus.",,9,83,202,212,"Heptageniidae, Rithrogeniella, Vietnam",,1,604,0
"Soldan, T. and M. Putz.",2000.,The larvae of ^Rhoeonanthus distafurcus^ Bae et McCafferty (Ephemeroptera: Potamanthidae) with notes on distribution and biology,,423,22,9,17,"Potamanthidae, Rhoenanthus, Vietnam",,0,932,0
"Soldan, T. and V. Landa.",1977.,"Three new species of the genus ^Oligoneuriella^ (Ephemeroptera, Oligoneuriidae).",,9,74,10,15,"new species, Oligoneuriella, Oligoneuriidae",,0,767,0
"Soldan, T. and V. Landa.",1981.,"Gynandromorphism, intersexuality and teratology of external genitalia in the order Ephemeroptera.",,1906,45,189,203,"gynandromorphism, intersexuality",,0,769,0
"Soluk, D.A.",1981.,The larva of ^Baetis dardanus^ McDunnough (Ephemeroptera: Baetidae).,,141,92,147,151,"Ephemeroptera, Baetidae, Baetis dardanus, systematics, taxonomy, Lacobaetis",,0,425,1
"Soluk, Daniel A.",1984.,Life history and abundance of the predaceous psammophilous mayfly ^Pseudiron centralis^ McDunnough (Ephemeroptera: Heptageniidae).,,873,62,1534,1539,"Ephemeroptera, Heptageniidae, Psudiron, life cycle, life history",,0,156,1
"Soluk, Daniel A. and Hugh F. Clifford.",1985.,Microhabitat shifts and substrate selection by the psammophilous predator ^Pseudiron centralis^ McDunnough (Ephemeroptera: Heptageniidae).,,873,63,1539,1543,"Ephemeroptera, Heptageniidae, Pseudiron centralis, ecology, biology",,0,187,1
"Sowa, Ryszard, Thomas Soldan, and Nilgun Kazanci.",1986.,^Rhithrogena pontica^ sp. n. (Ephemeroptera: Heptageniidae) from Turkey.,,423,8,67,69,"Ephemeroptera, Heptageniidae, Rithrogena, Turkey",,0,103,1
"Speith, Herman T.",1941,The North American Ephemeropteran Types of The Rev. A. E. Eaton,,15,34,87,98,"Ephemeroptera types, Eaton",PDF,0,1146,1
"Spieth, H.T.",1941,Taxonomic studies on the Ephemeroptera II. The Genus ^Hexagenia^.,,29,26,233,280,"Ephemeroptera, Ephemeriidae, Hexagenia, Taxonomy",,0,241,1
"Spieth, H.T.",1947.,Taxonomic studies on the Ephemeroptera IV. The genus ^Stenonema^.,,15,40,87,122,"Heptageniidae, Stenonema, tripunctatum, femoratum, scitulum, Stenacron, interpunctatum, carolina, gildersleevei, canadense, frontale, heterotarsale",,0,266,1
"Spieth, H.T.",1943.,Taxonomic studies on the Ephemeroptera.  III.  Some interesting ephemerids from Surinam and other Neotropical localities.,,28,1244,1,13,"Surinam, new species,",,1,826,0
"Stern, M.S. and D.H. Stern.",1969.,A limnological study of a Tennessee cold springbrook.,,29,95,62,82,"Ephemeroptera, ecology, Tennessee, Dannella simplex, Baetis vagans,",,0,305,1
"Steven, Jeffrey C. and W.L. Hilsenhoff.",1979.,^Ametropus neavei^ (Ephemeroptera: Ametropodidae) in the Upper Peninsula of Michigan.,,175,12,226,,"Ephemeroptera, Ametropodidae, Ametropus, Michigan",,1,469,1
"Stys, Pavel and Thomas Soldan.",1980.,Retention of tracheal gills in adult Ephemeroptera and other insects.,Acta Universitatis Carolinae-Biologica 1978:409-435.,,,,,"Europe, evolution, gill",,1,596,0
"Sullivan, D. Michael and Milton S. Topping.",1984.,Secondary production in ^Isonychia bicolor^ (Ephemeroptera: Oligoneuriidae).,,1837,18,17,24,"Ephemeroptera, Oligoneuriidae, Isonychia, life history",,0,84,1
"Sun, L., J.M. Webb, and W.P. McCafferty.",2002.,^Cercobrachys cree^: a new species (Ephemeroptera: Caenidae) from Western North America.,,141,113,80,86,"Cercobrachys cree, new species, Canada",,1,804,0
"Sun, Lu and W.P. McCafferty.",2008.,"Cladistics, classification and identification of the brachycercine mayflies (Insecta: Ephemeroptera: Caenidae).",,1917,1801,1,180,"Caenidae, Brachycercinae, Caenoculis, Sparbarus, Insulibrachys, Brachycercus, Oriobrachys, Latineosus, Susperatus, Alloretochus, Cercobrachys",PDF,0,1124,1
"Sun, Lu, and W.P. McCafferty.",2001,"^Callistina panda^, a striking new genus and species of Caeninae (Insecta: Ephemeroptera: Caenidae) from Madagascar",,102,137,7,15,"Caenidae, Callistina panda, Madagascar",PDF,0,1137,1
"Sun, Lu, Aniko Sabo, M.D. Meyer, R.P. Randolph, Luke M. Jacobus, W.P. McCafferty, and Virginia R. Ferris.",2006,Tests of current hypotheses of mayfly (Ephemeroptera) phylogeny using molecular (18s rDNA) data.,,15,99,241,252,"Molecular, 18s rDNA, phylogeny",,0,1061,1
"Sweendy, B.W., D.H. Funk, and R.L. Vannote.",1986.,"Population genetic structure of two mayflies (^Ephemerella subvaria^, ^Eurylophella verisimilis^) in the Delaware River drainage basin.",,1509,5,253,262,"Ephemeroptera, Ephemerella subvaria, Eurylophella verisimilis, genetic structure, reservoir, electrophoresis, gene flow, heterozygosity, polymorphism, Deleware River, Ephemerellidae",,0,71,1
"Sweeney, B.W.",1978.,Bioenergetic and developmental response of a mayfly to thermal variation.,,1831,23,461,477,"ecology, life  history, life cycle, temperature, thermal variation, thermal equilibrium",,0,285,0
"Sweeney, B.W. and R.L. Vannote.",1978.,Size variation and the distribution of hemimetabolous aquatic insects: Two thermal equilibrium hypotheses.,,1835,200,444,446,"ecology, life history, life cycle, temperature, thermal equilibrium",,0,284,1
"Tabak, Lisa M. and K.E. Gibbs.",1991.,"Effects of aluminum, calcium and low pH on egg hatching and nymphal surival of ^Cloeon triangulifer^ McDunnough (Ephemeroptera: Baetidae).",,1826,218,157,166,"Ephemeroptera, Baetidae, Cloeon triangulifer, pollution, aluminum, calcium, pH, acidification",,0,355,1
"Tanago, Marta Gonzalez Del Tanago, and Diego Garcia de Jalon.",1983,New Ephemerellidae from Spain (Ephemeroptera).,,423,5,147,156,"New records, Ephemeroptera, Ephemerellidae, Spain",,0,49,1
"Taylor, Jason M. and James H. Kennedy.",2006.,"Life history and secondary production of ^Caenis latipennis^ (Ephemeroptera: Caenidae) in Honey Creek, Oklahoma.",,15,99,821,830,"Caenidae, Caenis latipennis, secondary production, life history",,0,1087,0
"Tercedor, A. and S. Mosquera.",1999.,"^Caenis chamie^, a new species from Colombia (Ephemeroptera: Caenidae).",,323,75,61,67,"Columbia, Caenis, new species",,0,745,0
"Tercedor, Javier Alba and Ryszard Sows.",1986.,"Two interesting ^Rhithrogena^ Eaton from Spain: ^R. thomasi^ sp. n., and ^R. monserrati^ sp. n. (Ephemeroptera: Heptageniidae).",,423,8,185,189,,,0,96,1
"Thiele, Kevin.",1993.,The holy grail of the perfect character:  the cladistic treatment of morphometric data.,Cladistics,,9,275,304,"cladistics, morphometric data",,0,1078,0
"Thomas, A.G.B. and M. Satori.",1989.,"Mayflies (Insecta, Ephemeroptera) of Saudi Arabia",,808,10,87,94,"Saudi Arabia, taxonomy, biodiversity, zoogeography",,1,689,0
"Tiensuu, L.",1937.,Anomalous mayfly Individuals (Ephemerida).,Suomen Hyonteistieteellinen Aikakauskirja-Annales Entomologici Fennici,0,3,217,223,"gynandromorph, intersexual",,1,642,0
"Tiunova, T.M. and I.M. Levanidova.",1989,Description of a new mayfly species (Ephemeroptera) from the Soviet Far East.,,423,11,241,245,"Ephemeroptera, Neoephemeridae, new species, Soviet Far East, U.S.S.R., Soviet Union, Commen Wealth",,0,40,1
"Tokeshi, Mutsunor.",1985.,"Life-cycle and production of the burrowing mayfly, ^Ephemera danica^: A new method for estimating degree-days required for growth.",,481,54,919,930,"Ephemeroptera, Ephemeridae, Ephemera, ecology, life cycle, life history",,0,145,1
"Towns, D.R.",1978.,Some little-known Benthic Insect Taxa from a Northern New Zealand River and its Tributaries.,,278,6,409,419,New Zealand,,1,566,0
"Towns, D.R.",1979.,Composition and zonation of benthic invertebrate communities in a New Zealand kauri forest stream.,,666,9,251,262,"Ephemeroptera, New Zealand, ecology",,1,567,0
"Towns, D.R.",1978.,First records of ^Siphlaenigma janae^ (Ephemeroptera: Siphlaenigmatidae) from the North Island of New Zealand.,,279,5,365,370,"Ephemeroptera, Siphlaenigmatidae, New Zealand",,1,568,0
"Towns, D.R. and W.L Peters.",1979.,Three new genera of Leptophlebiidae (Ephemeroptera) from New Zealand.,,279,6,213,235,"Leptophlebiidae, New Zealand, Austroclima, Mauiulus, Cryophlebia",,1,564,0
"Towns, D.R. and W.L Peters.",1978.,A revision of genus ^Atalophlebioides^ (Ephemeroptera: Leptophlebiidae).,,279,5,607,614,"Leptophlebiidae, Atalophlebioides, New Zealand",,1,565,0
"Towns, D.R. and W.L. Peters.",1979.,New genera and species of Leptophlebiidae (Ephemeroptera) from New Zealand.,,279,6,439,452,"New Zealand, Leptophlebiidae, Isorhraulus, Arachnocolus, Penniketellus",,1,562,0
"Traver, J.R.",1958,The subfamily Leptohyphinae (Ephemeroptera: Tricorythidae) Part I.,,15,51,491,503,"Ephemeroptera, Tricorythidae, systematics, taxonomy",,1,183,1
"Traver, J.R.",1959.,The subfamily Leptohyphinae. Part II. Five new species of Tricorythodes.,,309,61,121,131,"Ephemeroptera, Tricorythidae, taxonomy, systematics",,0,185,1
"Traver, J.R.",1958.,Some Mexican and Costa Rican mayflies.,,63,55,16,23,"Mexico, Costa Rica, Campsurus, Traverella, new species",,1,294,0
"Traver, J.R.",1932.,"Neocloeon, a new mayfly genus (Ephemeridae).",,217,40,365,373,"Baetidae, Ephemeroptera, Neocloeon, Cloeon, Procloeon, alamance, North Carolina",,1,349,0
"Traver, J.R.",1937.,Notes on mayflies of the southeastern states (Ephemeroptera).,,1856,52,27,87,"North Carolina, South Carolina, biodiversity, taxonomy, survey",,1,351,0
"Traver, J.R.",1938.,Mayflies of Puerto Rico.,,198,22,5,42,"Ephemeroptera, Puerto Rico, Leptophlebiidae, Neohagenulus, Borinquena, Caenis, Caenidae, Baetidae, Callibaetis, Baetis, Pseudocloeon, Cloeodes,",,1,397,0
"Traver, J.R.",1932.,Mayflies of North Carolina.,,1856,47,163,236,"North Carolina, Hexagenia, Ephemera, Baetisca, Leptophlebia, Ephemerella, Isonychia, Siphlonurus, Baetis, Callibaetis, Caenis, Heptagenia, Rhithrogena, Epeorus",,1,429,0
"Traver, J.R.",1932.,Mayflies of North Carolina.,,1856,47,85,"162, pls. 5-12","North Carolina, Hexagenia, Ephemera, Baetisca, Leptophlebia, Ephemerella, Isonychia, Siphlonurus, Baetis, Callibaetis, Caenis, Heptagenia, Rhithrogena, Epeorus",,1,430,0
"Traver, J.R.",1943.,New Venezuelan mayflies.,,76,2,79,98,"Ephemeroptera, Venezuela, Leptophlebiidae, Thraulus, Leptohyphes, Tricorythodes, Baetis, Pseudocloeon, Baetodes, Baetidae",,0,488,1
"Traver, J.R.",1947.,"Notes on Neotropical Mayflies. Part II. Family Baetidae, Subfamily Leptophlebiinae.",Rev. de Entomologia,,18,149,160,"Ephemeroptera, Leptophlebiidae, Thraulus, Choroterpes, Hermanella, Brazil",,0,490,1
"Traver, J.R.",1963.,Uruguayan Mayflies Family Leptophlebiidae: Part IV,Rev. Soc. Uruguaya Ent.,,5,25,31,"Ephemeroptera, Leptophlebiidae, Uruguay",,1,570,0
"Traver, J.R.",1964-65.,A new species of the subgenus ^Iron^ from Mexico (Ephemeroptera: Heptageniidae).,,63,49+50,23,29,"Heptageniidae, Epeorus, Iron, Mexico",,1,571,0
"Traver, J.R.",1944.,Notes on Brazilian Mayflies.,,1825,,1,53,"Ephemeroptera, Brazil",,1,614,0
"Traver, J.R.",1962.,^Cloeon dipterum^ (L.) in Ohio (Ephemeroptera: Baetidae).,,63,57,47,50,"Baetidae, Cloeon, Ohio",,1,615,1
"Traver, J.R.",1964.,A new species of ^Thraulodes^ from Uruguay (Ephemeroptera: Family Leptophlebiidae).,Rev. Soc. Uruguaya Ent. [Montevideo]?,,6,33,37,"Leptophlebiidae, Thraulodes, Uruguay",,1,627,0
"Traver, J.R.",1958.,Some Mexican and Costa Rican mayflies,,63,LIII,81,89,"Leptohyphes, Costa Rica, Mexico",,0,840,0
"Traver, J.R.",1947.,Notes on Neotropical mayflies. III. Family Ephemeridae.,,338,18,370,395,"Latin America, South America, Ephemeridae, new species",,0,906,1
"Traver, J.R.",1950.,Notes on Neotropical mayflies. III. Family Ephemeridae (continued).,,338,21,593,614,"Latin America, South America, Ephemeridae, new species",,0,907,1
"Traver, J.R.",1946.,"Notes on Neotropical mayflies. I. Family Baetidae, subfamily Leptophlebiinae.",,338,17,418,436,"Latin America, South America, Leptophlebiidae, new species",,0,908,1
"Traver, J.R. and G.F. Edmunds, Jr.",1968.,A revision of the Baetidae with spatulate-clawed nymphs (Ephemeroptera).,,312,10,629,677,"Ephemeroptera, Baetidae, Dactylobaetis, systematics",,0,142,1
"Traver, J.R. and G.F. Edmunds, Jr.",1967.,A revision of the genus ^Thraulodes^ (Ephemeroptera: Leptophlebiidae).,,252,5,349,402,"Ephemeroptera, Thraulodes, taxonomy",,1,203,0
"Tshernova, O.A.",1972.,"Some new Asiatic species of mayflies (Ephemeropter, Heptageniidae, Ephemerellidae)",,148,51,604,614,"Asia, Heptageniidae, Ephemerellidae, Ecdyonurus, Drunella, Vietnamella",,0,1015,1
"Tsui, P.T.P. and M.D. Hubbard.",1979.,Feeding habits of the predaceous nymphs of ^Dolania americana^ in Northwestern Florida (Ephemeroptera: Behningiidae).,,1826,67,119,123,"Behningiidae, Dolania, Florida, ecology, life history",,1,619,1
"Tsui, P.T.P. and W.L. Peters.",,"Embryonic development, early instar morphology, and behavior of ^Tortopus incertus^ (Ephemeroptera: Polymitarcidae).",,165,57,349,356,"embryonic development, morphology, behavior",,1,213,1
"Tsui, P.T.P. and W.L. Peters.",1975.,"The comparative morphology and phylogeny of certain Gondwanian Leptophlebiidae based on the thorax, tentorium, and abdominal terga (Ephemeroptera).",,376,101,505,595,"Leptophlebiidae, Gondwanian, phylogeny, evolution",,1,595,0
"Tsui, Philip T.P.. and William L. Peters.",1972.,The comparative morphology of the thorax of selected genera of the Leptophlebiidae (Ephemeroptera).,"J. Zool., Lond.",,168,309,367,"comparative morphology, evolution, Leptophlebiidae",,1,1066,0
"Ulmer, Dr. G.",1924,Eine Merkwurdige Ephemeriden-Nymphe Aus Der Wolga,,,,2,8,,,0,1197,1
"Ulmer, G.",1920.,"[U]bersicht 黚er die Gattungen der Ephemeropteren, nebst Bemerkungen 黚er einzelne Arten.",,368,81,97,144,"Ephemeroptera, Ephemeridae, revision",,0,952,1
"Ulmer, G.",1920.,黚er die nymphen einiger esotischer ephemeropteren.,Festschrift f黵 Zschokke,,25?,3,25,"Euthyplocia, Campsurus, Noya, Elassoneuria",,0,955,1
"Ulmer, G.",1924.,Ephemeropteren von den Sunda-Inseln und den Philippinen,,468,6(1?),28,91,"Ephemeroptera, Philippines, Palingeniidae, Polymitarcidae, Leptophlebiidae",PDF,0,1008,1
"Ulmer, G.",1920 1919].,Neue Ephemeropteren.,Archiv f黵 Naturgeschichte (A),,85(11),1,80,,,0,1030,1
"Ulmer, G.",1933.,Aquatic insects of China. Article VI. Revised key to the genera of Ephemeroptera.,Peking Natural History Bulletin,,7,195,218,"Ephemeroptera, China",PDF,0,1119,1
"Ulmer, Georg","1929, 1930",Key to the genera of Ephemerida.,"Bulletin of Department of Biology, Yenching University",0,1 (3),1,88,taxonomy,,1,869,0
"Vannote, R.L. and B.W. Sweeney.",1980.,Geographic analysis of thermal equilibria: A conceptual model for evaluating the effect of natural and modified thermal regimes on aquatic insect communities.,,29,115,667,695,"ecology, temperature, thermal equilibria, life history, life cycle,",,0,283,1
"Vannote, R.L.; G.W. Minshall, K.W. Cummins, J.R. Sedell, and C.E. Cushing.",1980.,The river continuum concept.,,1699,37,130,137,"river continuum, stream ecosystems, ecosystem structure, function, resource partitioning, ecosystemstability, community succession, river zonation, stream geomorphology, ecology",,0,282,1
"Vejajabhongse, Nai Prayoon.",1937.,A note on the habits of a may-fly and the damage caused by its nymphs.,"Journal Siam Society, Natural History Supplement",,XI,53,57,"Polymitarcyidae, Povilla corporaali",PDF,0,1089,1
"Voshell, J. Reese, Jr.",1982.,Life history and ecology of ^Siphlonurus mirus^ Eaton (Ephemeroptera: Siphlonuridae) in an intermittent pond.,,1830,1,17,26,"Ephemeroptera, Siphlonuridae, Siphlonurus, life history, life cycle, ecology",,0,143,1
"Wallace, J. Bruce and Martin E. Gurtz.",1986.,Response of Baetis mayflies (Ephemeroptera) to catchment logging.,,29,115,25,41,"Ephemeroptera, Baetidae, Baetis, clear cutting, logging, pollution",,0,162,1
"Wallace, J.B. and J. O'Hop.",1979.,Fine particle suspension-feeding capabilities of ^Isonychia^ spp. (Ephemeroptera: Siphlonuridae).,,15,72,353,357,"Ephemeroptera, Isonychiidae, Isonychia, ecology, nutrients, feeding, nutrient spiriling, suspension feeders",,0,272,1
"Waltz, R.D.",1993.,"^Cloeodes binocularis^ (Ephemeroptera: Baetidae), a new combination for a neotropical species of ^Pseudocloeon^",,141,104,233,234,"Baetidae, Cloeodes binocularis",,1,258,1
"Waltz, R.D.",1995.,"^Baetis ochris^, a new synonym of ^Baetis flavistriga^ (Ephemeroptera: Baetidae).",,141,106,75,76,"Ephemeroptera, Baetidae, Baetis, Baetis flavistriga, Baetis ochris",,1,438,1
"Waltz, R.D.",2002.,^Baetopus trishae^ (Ephemeroptera: Baetidae): a new species and new genus for North America.,,141,113,187,191,"Baetidae, Baetopus trishae, North Carolina",,0,802,0
"Waltz, R.D. and James B. Munro",1996.,"^Procloeon viridocularis^ (Ephemeroptera: Baetidae) from Michian and Pennsylvania, new range extensions with comments on the species.",,141,107,166,168,"Ephemeroptera, Baetidae, Procloeon viridocularis, Michigan, Pennsylvania",,1,491,1
"Waltz, R.D. and James B. Munro.",1996.,^Callibaetis pretiosus^ (Ephemeroptera: Baetidae) from Pennsylvania: new distribution record.,,175,29,29,38,"Baetidae, Callibaetis pretiosus, Pennsylvania",,1,530,0
